Images,Latitude,Longitude,Coords
IMG_0119_3.tif,-30.273037,149.8040454,"(-30.273037, 149.8040454)"
IMG_0106_2.tif,-30.272913799999998,149.8034043,"(-30.272913799999998, 149.8034043)"
IMG_0111_2.tif,-30.272979499999998,149.803377,"(-30.272979499999998, 149.803377)"
IMG_0136_1.tif,-30.2730317,149.8033598,"(-30.2730317, 149.8033598)"
IMG_0096_4.tif,-30.2729857,149.80412030000002,"(-30.2729857, 149.80412030000002)"
IMG_0064_5.tif,-30.2728315,149.8039036,"(-30.2728315, 149.8039036)"
IMG_0159_6.tif,-30.2732034,149.8039223,"(-30.2732034, 149.8039223)"
IMG_0175_6.tif,-30.273066099999998,149.80270610000002,"(-30.273066099999998, 149.80270610000002)"
IMG_0031_2.tif,-30.2731556,149.80317050000002,"(-30.2731556, 149.80317050000002)"
IMG_0112_3.tif,-30.2729751,149.8033823,"(-30.2729751, 149.8033823)"
IMG_0019_3.tif,-30.272835699999998,149.8029265,"(-30.272835699999998, 149.8029265)"
IMG_0135_4.tif,-30.273042,149.8034638,"(-30.273042, 149.8034638)"
IMG_0196_6.tif,-30.2728485,149.8029377,"(-30.2728485, 149.8029377)"
IMG_0061_2.tif,-30.2727535,149.8037271,"(-30.2727535, 149.8037271)"
IMG_0131_5.tif,-30.273078599999998,149.8038507,"(-30.273078599999998, 149.8038507)"
IMG_0126_2.tif,-30.2730972,149.80404090000002,"(-30.2730972, 149.80404090000002)"
IMG_0110_6.tif,-30.2729783,149.80337450000002,"(-30.2729783, 149.80337450000002)"
IMG_0104_5.tif,-30.2729174,149.80345530000002,"(-30.2729174, 149.80345530000002)"
IMG_0020_3.tif,-30.272838099999998,149.80292010000002,"(-30.272838099999998, 149.80292010000002)"
IMG_0022_2.tif,-30.2728592,149.80292980000002,"(-30.2728592, 149.80292980000002)"
IMG_0076_2.tif,-30.2727935,149.80347410000002,"(-30.2727935, 149.80347410000002)"
IMG_0061_1.tif,-30.2727535,149.8037271,"(-30.2727535, 149.8037271)"
IMG_0119_5.tif,-30.273037,149.8040454,"(-30.273037, 149.8040454)"
IMG_0194_5.tif,-30.2728449,149.80293310000002,"(-30.2728449, 149.80293310000002)"
IMG_0193_4.tif,-30.2728441,149.80291580000002,"(-30.2728441, 149.80291580000002)"
IMG_0024_4.tif,-30.2729516,149.8030026,"(-30.2729516, 149.8030026)"
IMG_0036_5.tif,-30.2727398,149.8033307,"(-30.2727398, 149.8033307)"
IMG_0036_1.tif,-30.2727398,149.8033307,"(-30.2727398, 149.8033307)"
IMG_0167_6.tif,-30.2731393,149.8032827,"(-30.2731393, 149.8032827)"
IMG_0117_1.tif,-30.273018399999998,149.8038564,"(-30.273018399999998, 149.8038564)"
IMG_0086_3.tif,-30.2728917,149.8038371,"(-30.2728917, 149.8038371)"
IMG_0030_6.tif,-30.2731647,149.8031085,"(-30.2731647, 149.8031085)"
IMG_0112_4.tif,-30.2729751,149.8033823,"(-30.2729751, 149.8033823)"
IMG_0116_4.tif,-30.2730066,149.80375500000002,"(-30.2730066, 149.80375500000002)"
IMG_0196_2.tif,-30.2728485,149.8029377,"(-30.2728485, 149.8029377)"
IMG_0184_3.tif,-30.2728199,149.802819,"(-30.2728199, 149.802819)"
IMG_0114_4.tif,-30.2729885,149.8035628,"(-30.2729885, 149.8035628)"
IMG_0164_5.tif,-30.2731484,149.8033938,"(-30.2731484, 149.8033938)"
IMG_0023_6.tif,-30.272906799999998,149.80296180000002,"(-30.272906799999998, 149.80296180000002)"
IMG_0047_1.tif,-30.272540799999998,149.803404,"(-30.272540799999998, 149.803404)"
IMG_0011_2.tif,-30.2728325,149.80292930000002,"(-30.2728325, 149.80292930000002)"
IMG_0039_5.tif,-30.2725437,149.8033968,"(-30.2725437, 149.8033968)"
IMG_0166_3.tif,-30.2731402,149.8032876,"(-30.2731402, 149.8032876)"
IMG_0165_6.tif,-30.273141499999998,149.80331950000001,"(-30.273141499999998, 149.80331950000001)"
IMG_0067_2.tif,-30.2728367,149.80391060000002,"(-30.2728367, 149.80391060000002)"
IMG_0145_4.tif,-30.273089,149.8033829,"(-30.273089, 149.8033829)"
IMG_0120_3.tif,-30.273042399999998,149.80407870000002,"(-30.273042399999998, 149.80407870000002)"
IMG_0002_5.tif,-30.272836599999998,149.80292930000002,"(-30.272836599999998, 149.80292930000002)"
IMG_0157_6.tif,-30.2732092,149.8039612,"(-30.2732092, 149.8039612)"
IMG_0051_2.tif,-30.2725407,149.80340360000002,"(-30.2725407, 149.80340360000002)"
IMG_0123_3.tif,-30.2730508,149.80407490000002,"(-30.2730508, 149.80407490000002)"
IMG_0020_6.tif,-30.272838099999998,149.80292010000002,"(-30.272838099999998, 149.80292010000002)"
IMG_0143_5.tif,-30.2730919,149.8033172,"(-30.2730919, 149.8033172)"
IMG_0136_5.tif,-30.2730317,149.8033598,"(-30.2730317, 149.8033598)"
IMG_0041_3.tif,-30.272551399999998,149.8033973,"(-30.272551399999998, 149.8033973)"
IMG_0007_3.tif,-30.272832599999997,149.80292880000002,"(-30.272832599999997, 149.80292880000002)"
IMG_0171_3.tif,-30.2731858,149.80324620000002,"(-30.2731858, 149.80324620000002)"
IMG_0190_6.tif,-30.2728344,149.8028792,"(-30.2728344, 149.8028792)"
IMG_0028_1.tif,-30.27309,149.80309450000001,"(-30.27309, 149.80309450000001)"
IMG_0030_1.tif,-30.2731647,149.8031085,"(-30.2731647, 149.8031085)"
IMG_0009_5.tif,-30.272832599999997,149.8029291,"(-30.272832599999997, 149.8029291)"
IMG_0016_4.tif,-30.2728342,149.8029252,"(-30.2728342, 149.8029252)"
IMG_0096_3.tif,-30.2729857,149.80412030000002,"(-30.2729857, 149.80412030000002)"
IMG_0157_4.tif,-30.2732092,149.8039612,"(-30.2732092, 149.8039612)"
IMG_0127_5.tif,-30.2730964,149.80404190000002,"(-30.2730964, 149.80404190000002)"
IMG_0126_6.tif,-30.2730972,149.80404090000002,"(-30.2730972, 149.80404090000002)"
IMG_0001_2.tif,-30.2728356,149.8029325,"(-30.2728356, 149.8029325)"
IMG_0129_2.tif,-30.273096499999998,149.8040372,"(-30.273096499999998, 149.8040372)"
IMG_0114_6.tif,-30.2729885,149.8035628,"(-30.2729885, 149.8035628)"
IMG_0165_4.tif,-30.273141499999998,149.80331950000001,"(-30.273141499999998, 149.80331950000001)"
IMG_0082_4.tif,-30.2728573,149.8034581,"(-30.2728573, 149.8034581)"
IMG_0103_5.tif,-30.2729288,149.8035739,"(-30.2729288, 149.8035739)"
IMG_0156_4.tif,-30.273210799999998,149.8039601,"(-30.273210799999998, 149.8039601)"
IMG_0130_5.tif,-30.273090999999997,149.8039774,"(-30.273090999999997, 149.8039774)"
IMG_0012_1.tif,-30.272832899999997,149.8029294,"(-30.272832899999997, 149.8029294)"
IMG_0042_6.tif,-30.272547199999998,149.8033958,"(-30.272547199999998, 149.8033958)"
IMG_0155_3.tif,-30.2732101,149.80396230000002,"(-30.2732101, 149.80396230000002)"
IMG_0011_1.tif,-30.2728325,149.80292930000002,"(-30.2728325, 149.80292930000002)"
IMG_0010_3.tif,-30.272832299999997,149.8029295,"(-30.272832299999997, 149.8029295)"
IMG_0184_1.tif,-30.2728199,149.802819,"(-30.2728199, 149.802819)"
IMG_0173_1.tif,-30.2731298,149.8030175,"(-30.2731298, 149.8030175)"
IMG_0145_6.tif,-30.273089,149.8033829,"(-30.273089, 149.8033829)"
IMG_0196_1.tif,-30.2728485,149.8029377,"(-30.2728485, 149.8029377)"
IMG_0009_2.tif,-30.272832599999997,149.8029291,"(-30.272832599999997, 149.8029291)"
IMG_0154_1.tif,-30.2731694,149.8039929,"(-30.2731694, 149.8039929)"
IMG_0024_6.tif,-30.2729516,149.8030026,"(-30.2729516, 149.8030026)"
IMG_0075_4.tif,-30.2727932,149.8034713,"(-30.2727932, 149.8034713)"
IMG_0193_2.tif,-30.2728441,149.80291580000002,"(-30.2728441, 149.80291580000002)"
IMG_0091_4.tif,-30.272919899999998,149.8040977,"(-30.272919899999998, 149.8040977)"
IMG_0062_2.tif,-30.2727692,149.8037619,"(-30.2727692, 149.8037619)"
IMG_0161_4.tif,-30.2731793,149.8036836,"(-30.2731793, 149.8036836)"
IMG_0080_3.tif,-30.2728605,149.8034402,"(-30.2728605, 149.8034402)"
IMG_0093_2.tif,-30.2729751,149.8041163,"(-30.2729751, 149.8041163)"
IMG_0181_1.tif,-30.272871,149.80271190000002,"(-30.272871, 149.80271190000002)"
IMG_0026_1.tif,-30.272997999999998,149.8030521,"(-30.272997999999998, 149.8030521)"
IMG_0153_1.tif,-30.2731559,149.8040032,"(-30.2731559, 149.8040032)"
IMG_0134_1.tif,-30.2730516,149.8035562,"(-30.2730516, 149.8035562)"
IMG_0153_6.tif,-30.2731559,149.8040032,"(-30.2731559, 149.8040032)"
IMG_0068_6.tif,-30.2728338,149.80390930000002,"(-30.2728338, 149.80390930000002)"
IMG_0191_5.tif,-30.2728324,149.8028787,"(-30.2728324, 149.8028787)"
IMG_0146_3.tif,-30.2731004,149.80350610000002,"(-30.2731004, 149.80350610000002)"
IMG_0156_6.tif,-30.273210799999998,149.8039601,"(-30.273210799999998, 149.8039601)"
IMG_0064_3.tif,-30.2728315,149.8039036,"(-30.2728315, 149.8039036)"
IMG_0127_2.tif,-30.2730964,149.80404190000002,"(-30.2730964, 149.80404190000002)"
IMG_0039_2.tif,-30.2725437,149.8033968,"(-30.2725437, 149.8033968)"
IMG_0094_3.tif,-30.2729875,149.80411980000002,"(-30.2729875, 149.80411980000002)"
IMG_0104_1.tif,-30.2729174,149.80345530000002,"(-30.2729174, 149.80345530000002)"
IMG_0148_4.tif,-30.2731204,149.8037045,"(-30.2731204, 149.8037045)"
IMG_0058_1.tif,-30.2727409,149.8035819,"(-30.2727409, 149.8035819)"
IMG_0142_5.tif,-30.2730922,149.8033149,"(-30.2730922, 149.8033149)"
IMG_0148_3.tif,-30.2731204,149.8037045,"(-30.2731204, 149.8037045)"
IMG_0105_5.tif,-30.2729143,149.80341900000002,"(-30.2729143, 149.80341900000002)"
IMG_0066_4.tif,-30.2728374,149.80391070000002,"(-30.2728374, 149.80391070000002)"
IMG_0054_3.tif,-30.272726499999997,149.8034997,"(-30.272726499999997, 149.8034997)"
IMG_0054_6.tif,-30.272726499999997,149.8034997,"(-30.272726499999997, 149.8034997)"
IMG_0180_2.tif,-30.272911699999998,149.80270000000002,"(-30.272911699999998, 149.80270000000002)"
IMG_0033_1.tif,-30.2730149,149.80324480000002,"(-30.2730149, 149.80324480000002)"
IMG_0154_6.tif,-30.2731694,149.8039929,"(-30.2731694, 149.8039929)"
IMG_0091_3.tif,-30.272919899999998,149.8040977,"(-30.272919899999998, 149.8040977)"
IMG_0092_4.tif,-30.2729563,149.8041096,"(-30.2729563, 149.8041096)"
IMG_0092_6.tif,-30.2729563,149.8041096,"(-30.2729563, 149.8041096)"
IMG_0065_3.tif,-30.272835099999998,149.8039139,"(-30.272835099999998, 149.8039139)"
IMG_0012_2.tif,-30.272832899999997,149.8029294,"(-30.272832899999997, 149.8029294)"
IMG_0043_2.tif,-30.2725446,149.80339650000002,"(-30.2725446, 149.80339650000002)"
IMG_0008_1.tif,-30.272832599999997,149.802929,"(-30.272832599999997, 149.802929)"
IMG_0180_6.tif,-30.272911699999998,149.80270000000002,"(-30.272911699999998, 149.80270000000002)"
IMG_0172_5.tif,-30.2731469,149.80308770000002,"(-30.2731469, 149.80308770000002)"
IMG_0175_1.tif,-30.273066099999998,149.80270610000002,"(-30.273066099999998, 149.80270610000002)"
IMG_0170_1.tif,-30.2731872,149.8032714,"(-30.2731872, 149.8032714)"
IMG_0082_5.tif,-30.2728573,149.8034581,"(-30.2728573, 149.8034581)"
IMG_0000_6.tif,-30.272835399999998,149.80293260000002,"(-30.272835399999998, 149.80293260000002)"
IMG_0091_2.tif,-30.272919899999998,149.8040977,"(-30.272919899999998, 149.8040977)"
IMG_0063_3.tif,-30.272805599999998,149.8038458,"(-30.272805599999998, 149.8038458)"
IMG_0140_1.tif,-30.2730796,149.8033158,"(-30.2730796, 149.8033158)"
IMG_0023_5.tif,-30.272906799999998,149.80296180000002,"(-30.272906799999998, 149.80296180000002)"
IMG_0121_1.tif,-30.2730411,149.8040831,"(-30.2730411, 149.8040831)"
IMG_0101_5.tif,-30.2729508,149.80377180000002,"(-30.2729508, 149.80377180000002)"
IMG_0179_4.tif,-30.2729441,149.8026845,"(-30.2729441, 149.8026845)"
IMG_0027_6.tif,-30.273035,149.8030718,"(-30.273035, 149.8030718)"
IMG_0142_3.tif,-30.2730922,149.8033149,"(-30.2730922, 149.8033149)"
IMG_0028_4.tif,-30.27309,149.80309450000001,"(-30.27309, 149.80309450000001)"
IMG_0102_4.tif,-30.2729395,149.80366740000002,"(-30.2729395, 149.80366740000002)"
IMG_0016_3.tif,-30.2728342,149.8029252,"(-30.2728342, 149.8029252)"
IMG_0176_5.tif,-30.2730495,149.8026522,"(-30.2730495, 149.8026522)"
IMG_0013_3.tif,-30.272832899999997,149.8029294,"(-30.272832899999997, 149.8029294)"
IMG_0138_2.tif,-30.2730289,149.8033408,"(-30.2730289, 149.8033408)"
IMG_0004_1.tif,-30.272833499999997,149.8029276,"(-30.272833499999997, 149.8029276)"
IMG_0135_2.tif,-30.273042,149.8034638,"(-30.273042, 149.8034638)"
IMG_0129_5.tif,-30.273096499999998,149.8040372,"(-30.273096499999998, 149.8040372)"
IMG_0058_2.tif,-30.2727409,149.8035819,"(-30.2727409, 149.8035819)"
IMG_0131_4.tif,-30.273078599999998,149.8038507,"(-30.273078599999998, 149.8038507)"
IMG_0060_1.tif,-30.2727517,149.80371770000002,"(-30.2727517, 149.80371770000002)"
IMG_0058_5.tif,-30.2727409,149.8035819,"(-30.2727409, 149.8035819)"
IMG_0109_6.tif,-30.2729754,149.8033741,"(-30.2729754, 149.8033741)"
IMG_0113_5.tif,-30.2729787,149.80345820000002,"(-30.2729787, 149.80345820000002)"
IMG_0023_1.tif,-30.272906799999998,149.80296180000002,"(-30.272906799999998, 149.80296180000002)"
IMG_0003_6.tif,-30.2728336,149.8029275,"(-30.2728336, 149.8029275)"
IMG_0079_5.tif,-30.2728583,149.8034404,"(-30.2728583, 149.8034404)"
IMG_0197_5.tif,-30.2728444,149.8029404,"(-30.2728444, 149.8029404)"
IMG_0043_3.tif,-30.2725446,149.80339650000002,"(-30.2725446, 149.80339650000002)"
IMG_0086_1.tif,-30.2728917,149.8038371,"(-30.2728917, 149.8038371)"
IMG_0017_4.tif,-30.2728359,149.8029281,"(-30.2728359, 149.8029281)"
IMG_0079_3.tif,-30.2728583,149.8034404,"(-30.2728583, 149.8034404)"
IMG_0075_6.tif,-30.2727932,149.8034713,"(-30.2727932, 149.8034713)"
IMG_0121_6.tif,-30.2730411,149.8040831,"(-30.2730411, 149.8040831)"
IMG_0177_5.tif,-30.2730273,149.80265020000002,"(-30.2730273, 149.80265020000002)"
IMG_0037_1.tif,-30.272630799999998,149.8033656,"(-30.272630799999998, 149.8033656)"
IMG_0092_5.tif,-30.2729563,149.8041096,"(-30.2729563, 149.8041096)"
IMG_0144_3.tif,-30.2730861,149.8033216,"(-30.2730861, 149.8033216)"
IMG_0151_2.tif,-30.2731496,149.8039808,"(-30.2731496, 149.8039808)"
IMG_0032_1.tif,-30.273096499999998,149.80321880000002,"(-30.273096499999998, 149.80321880000002)"
IMG_0055_5.tif,-30.2727389,149.8035097,"(-30.2727389, 149.8035097)"
IMG_0020_4.tif,-30.272838099999998,149.80292010000002,"(-30.272838099999998, 149.80292010000002)"
IMG_0000_2.tif,-30.272835399999998,149.80293260000002,"(-30.272835399999998, 149.80293260000002)"
IMG_0152_5.tif,-30.273154899999998,149.8040034,"(-30.273154899999998, 149.8040034)"
IMG_0010_6.tif,-30.272832299999997,149.8029295,"(-30.272832299999997, 149.8029295)"
IMG_0008_2.tif,-30.272832599999997,149.802929,"(-30.272832599999997, 149.802929)"
IMG_0012_5.tif,-30.272832899999997,149.8029294,"(-30.272832899999997, 149.8029294)"
IMG_0132_6.tif,-30.2730709,149.8037645,"(-30.2730709, 149.8037645)"
IMG_0004_6.tif,-30.272833499999997,149.8029276,"(-30.272833499999997, 149.8029276)"
IMG_0026_2.tif,-30.272997999999998,149.8030521,"(-30.272997999999998, 149.8030521)"
IMG_0191_2.tif,-30.2728324,149.8028787,"(-30.2728324, 149.8028787)"
IMG_0199_4.tif,-30.2728368,149.80293550000002,"(-30.2728368, 149.80293550000002)"
IMG_0166_6.tif,-30.2731402,149.8032876,"(-30.2731402, 149.8032876)"
IMG_0046_2.tif,-30.2725419,149.803404,"(-30.2725419, 149.803404)"
IMG_0158_4.tif,-30.273208999999998,149.8039589,"(-30.273208999999998, 149.8039589)"
IMG_0091_5.tif,-30.272919899999998,149.8040977,"(-30.272919899999998, 149.8040977)"
IMG_0021_1.tif,-30.2728421,149.8029214,"(-30.2728421, 149.8029214)"
IMG_0025_1.tif,-30.2729769,149.8030292,"(-30.2729769, 149.8030292)"
IMG_0064_1.tif,-30.2728315,149.8039036,"(-30.2728315, 149.8039036)"
IMG_0155_1.tif,-30.2732101,149.80396230000002,"(-30.2732101, 149.80396230000002)"
IMG_0139_2.tif,-30.2730382,149.80333850000002,"(-30.2730382, 149.80333850000002)"
IMG_0117_5.tif,-30.273018399999998,149.8038564,"(-30.273018399999998, 149.8038564)"
IMG_0118_1.tif,-30.273026599999998,149.8039558,"(-30.273026599999998, 149.8039558)"
IMG_0146_2.tif,-30.2731004,149.80350610000002,"(-30.2731004, 149.80350610000002)"
IMG_0091_6.tif,-30.272919899999998,149.8040977,"(-30.272919899999998, 149.8040977)"
IMG_0137_5.tif,-30.273029899999997,149.80334190000002,"(-30.273029899999997, 149.80334190000002)"
IMG_0193_1.tif,-30.2728441,149.80291580000002,"(-30.2728441, 149.80291580000002)"
IMG_0159_2.tif,-30.2732034,149.8039223,"(-30.2732034, 149.8039223)"
IMG_0028_3.tif,-30.27309,149.80309450000001,"(-30.27309, 149.80309450000001)"
IMG_0064_4.tif,-30.2728315,149.8039036,"(-30.2728315, 149.8039036)"
IMG_0021_4.tif,-30.2728421,149.8029214,"(-30.2728421, 149.8029214)"
IMG_0195_2.tif,-30.2728449,149.80293170000002,"(-30.2728449, 149.80293170000002)"
IMG_0019_4.tif,-30.272835699999998,149.8029265,"(-30.272835699999998, 149.8029265)"
IMG_0190_5.tif,-30.2728344,149.8028792,"(-30.2728344, 149.8028792)"
IMG_0008_5.tif,-30.272832599999997,149.802929,"(-30.272832599999997, 149.802929)"
IMG_0055_1.tif,-30.2727389,149.8035097,"(-30.2727389, 149.8035097)"
IMG_0098_6.tif,-30.2729771,149.80406440000002,"(-30.2729771, 149.80406440000002)"
IMG_0072_5.tif,-30.2728039,149.80360470000002,"(-30.2728039, 149.80360470000002)"
IMG_0055_3.tif,-30.2727389,149.8035097,"(-30.2727389, 149.8035097)"
IMG_0098_4.tif,-30.2729771,149.80406440000002,"(-30.2729771, 149.80406440000002)"
IMG_0062_1.tif,-30.2727692,149.8037619,"(-30.2727692, 149.8037619)"
IMG_0014_5.tif,-30.2728355,149.8029257,"(-30.2728355, 149.8029257)"
IMG_0101_6.tif,-30.2729508,149.80377180000002,"(-30.2729508, 149.80377180000002)"
IMG_0039_1.tif,-30.2725437,149.8033968,"(-30.2725437, 149.8033968)"
IMG_0070_4.tif,-30.2728204,149.8038208,"(-30.2728204, 149.8038208)"
IMG_0109_2.tif,-30.2729754,149.8033741,"(-30.2729754, 149.8033741)"
IMG_0016_2.tif,-30.2728342,149.8029252,"(-30.2728342, 149.8029252)"
IMG_0194_6.tif,-30.2728449,149.80293310000002,"(-30.2728449, 149.80293310000002)"
IMG_0198_1.tif,-30.2728398,149.80293830000002,"(-30.2728398, 149.80293830000002)"
IMG_0199_3.tif,-30.2728368,149.80293550000002,"(-30.2728368, 149.80293550000002)"
IMG_0038_5.tif,-30.2725661,149.80338600000002,"(-30.2725661, 149.80338600000002)"
IMG_0102_5.tif,-30.2729395,149.80366740000002,"(-30.2729395, 149.80366740000002)"
IMG_0145_2.tif,-30.273089,149.8033829,"(-30.273089, 149.8033829)"
IMG_0102_2.tif,-30.2729395,149.80366740000002,"(-30.2729395, 149.80366740000002)"
IMG_0135_6.tif,-30.273042,149.8034638,"(-30.273042, 149.8034638)"
IMG_0121_2.tif,-30.2730411,149.8040831,"(-30.2730411, 149.8040831)"
IMG_0014_6.tif,-30.2728355,149.8029257,"(-30.2728355, 149.8029257)"
IMG_0192_3.tif,-30.2728338,149.80288320000002,"(-30.2728338, 149.80288320000002)"
IMG_0134_6.tif,-30.2730516,149.8035562,"(-30.2730516, 149.8035562)"
IMG_0058_4.tif,-30.2727409,149.8035819,"(-30.2727409, 149.8035819)"
IMG_0137_4.tif,-30.273029899999997,149.80334190000002,"(-30.273029899999997, 149.80334190000002)"
IMG_0095_6.tif,-30.2729864,149.8041183,"(-30.2729864, 149.8041183)"
IMG_0189_1.tif,-30.2728263,149.8028567,"(-30.2728263, 149.8028567)"
IMG_0113_4.tif,-30.2729787,149.80345820000002,"(-30.2729787, 149.80345820000002)"
IMG_0173_6.tif,-30.2731298,149.8030175,"(-30.2731298, 149.8030175)"
IMG_0032_2.tif,-30.273096499999998,149.80321880000002,"(-30.273096499999998, 149.80321880000002)"
IMG_0148_1.tif,-30.2731204,149.8037045,"(-30.2731204, 149.8037045)"
IMG_0003_4.tif,-30.2728336,149.8029275,"(-30.2728336, 149.8029275)"
IMG_0132_1.tif,-30.2730709,149.8037645,"(-30.2730709, 149.8037645)"
IMG_0190_2.tif,-30.2728344,149.8028792,"(-30.2728344, 149.8028792)"
IMG_0008_3.tif,-30.272832599999997,149.802929,"(-30.272832599999997, 149.802929)"
IMG_0171_6.tif,-30.2731858,149.80324620000002,"(-30.2731858, 149.80324620000002)"
IMG_0165_2.tif,-30.273141499999998,149.80331950000001,"(-30.273141499999998, 149.80331950000001)"
IMG_0029_5.tif,-30.2731347,149.8031024,"(-30.2731347, 149.8031024)"
IMG_0167_4.tif,-30.2731393,149.8032827,"(-30.2731393, 149.8032827)"
IMG_0183_1.tif,-30.2728158,149.8027601,"(-30.2728158, 149.8027601)"
IMG_0185_3.tif,-30.2728279,149.80283500000002,"(-30.2728279, 149.80283500000002)"
IMG_0090_4.tif,-30.272920199999998,149.80409500000002,"(-30.272920199999998, 149.80409500000002)"
IMG_0084_6.tif,-30.272869399999998,149.80363780000002,"(-30.272869399999998, 149.80363780000002)"
